value,date_earliest,date_latest
17 Januar 1414,17.01.1414,17.01.1414
30 Januar 1414,30.01.1414,30.01.1414
27 Mai 1414,27.05.1414,27.05.1414
2 Februar 1415,02.02.1415,02.02.1415
14 Februar 1415,14.02.1415,14.02.1415
9 Septbr  1415,09.09.1415,09.09.1415
23 Oktbr  1415,23.10.1415,23.10.1415
24 Oktbr  1415,24.10.1415,24.10.1415
7 Februar 1416,07.02.1416,07.02.1416
19 Februar 1416,19.02.1416,19.02.1416
12 April 1416,12.04.1416,12.04.1416
10 Novbr  1416,10.11.1416,10.11.1416
3 Mai 1417,03.05.1417,03.05.1417
9 August 1417,09.08.1417,09.08.1417
1 Septbr  1417,01.09.1417,01.09.1417
15 Novbr  1417,15.11.1417,15.11.1417
13 Januar 1418,13.01.1418,13.01.1418
12 Mai 1418,12.05.1418,12.05.1418
14 Mai 1418,14.05.1418,14.05.1418
29 Mai 1418,29.05.1418,29.05.1418
26 Septbr  1418,26.09.1418,26.09.1418
27 Mai 1419,27.05.1419,27.05.1419
26 Juli 1419,26.07.1419,26.07.1419
6 Septbr? 1419,06.09.1419,06.09.1419
11 Oktbr  1419,11.10.1419,11.10.1419
25 Oktbr  1419,25.10.1419,25.10.1419
10 Decbr  1419,10.12.1419,10.12.1419
27 Januar 1420,27.01.1420,27.01.1420
9 Februar 1420,09.02.1420,09.02.1420
2 Mai 1420,02.05.1420,02.05.1420
5 Septbr  1420,05.09.1420,05.09.1420
9 Septbr  1420,09.09.1420,09.09.1420
25 Oktbr  1420,25.10.1420,25.10.1420
28 Januar 1421,28.01.1421,28.01.1421
1 Marts 1421,01.03.1421,01.03.1421
14 Mai 1421,14.05.1421,14.05.1421
8 Juli 1421,08.07.1421,08.07.1421
8 Januar 1422,08.01.1422,08.01.1422
23 Februar 1422,23.02.1422,23.02.1422
28 Februar 1422,28.02.1422,28.02.1422
6 Marts 1422,06.03.1422,06.03.1422
13 Marts 1422,13.03.1422,13.03.1422
8 August 1422,08.08.1422,08.08.1422
14 August 1422,14.08.1422,14.08.1422
25 Septbr  1422,25.09.1422,25.09.1422
13 Oktbr  1422,13.10.1422,13.10.1422
27 Januar 1423,27.01.1423,27.01.1423
26 Marts 1423,26.03.1423,26.03.1423
23 Mai 1423,23.05.1423,23.05.1423
25 Juni 1423,25.06.1423,25.06.1423
9 Septbr  1423,09.09.1423,09.09.1423
11 Septbr  1423,11.09.1423,11.09.1423
12 Januar 1424,12.01.1424,12.01.1424
15 Januar 1424?,01.01.1424,31.12.1424
23 April 1424,23.04.1424,23.04.1424
24 April 1424,24.04.1424,24.04.1424
12 August 1424,12.08.1424,12.08.1424
7 Septbr  1424,07.09.1424,07.09.1424
3 Novbr  1424,03.11.1424,03.11.1424
31 Januar 1425,31.01.1425,31.01.1425
3 Februar 1425,03.02.1425,03.02.1425
24 Marts 1425,24.03.1425,24.03.1425
11 April 1425,11.04.1425,11.04.1425
23 Juni 1425,23.06.1425,23.06.1425
20 Juli 1425,20.07.1425,20.07.1425
2 Novbr  1425,02.11.1425,02.11.1425
6 Novbr  1425,06.11.1425,06.11.1425
6 Decbr  1425,06.12.1425,06.12.1425
24 Februar 1426,24.02.1426,24.02.1426
15 April 1426,15.04.1426,15.04.1426
15 April? 1426,15.04.1426,15.04.1426
6 Juli 1426,06.07.1426,06.07.1426
142*,01.01.1420,31.01.1429
5 Februar 1427,05.02.1427,05.02.1427
11 Mai 1427,11.05.1427,11.05.1427
mell  Septbr  1426 og Septbr  1427,01.09.1426,30.09.1427
8 Septbr  1427,08.09.1427,08.09.1427
24 Marts 1428,24.03.1428,24.03.1428
28 Juni 1428,28.06.1428,28.06.1428
8 Decbr  1428,08.12.1428,08.12.1428
27 Januar 1429,27.01.1429,27.01.1429
7 Februar 1429,07.02.1429,07.02.1429
8 Mai 1429,08.05.1429,08.05.1429
uden Dag 1429,01.01.1429,31.12.1429
8 Januar 1430,08.01.1430,08.01.1430
27 Januar 1430,27.01.1430,27.01.1430
9 Marts 1430,09.03.1430,09.03.1430
14 August 1430,14.08.1430,14.08.1430
6 April 1431,06.04.1431,06.04.1431
25 Juni 1431,25.06.1431,25.06.1431
3 Juli 1431,03.07.1431,03.07.1431
7 Juli 1431,07.07.1431,07.07.1431
10 Marts 1432,10.03.1432,10.03.1432
6 April 1432,06.04.1432,06.04.1432
21 Juni 1432,21.06.1432,21.06.1432
Septbr  1431 - Septbr  1432,01.09.1431,30.09.1432
26 Septbr  1432,26.09.1432,26.09.1432
31 Marts 1433?,31.03.1433,31.03.1433
1 August 1433,01.08.1433,01.08.1433
4 August 1433,04.08.1433,04.08.1433
26 Marts 1434,26.03.1434,26.03.1434
4 Juli 1434,04.07.1434,04.07.1434
13 Juli 1434,13.07.1434,13.07.1434
[Juli] 1434,01.07.1434,31.07.1434
8 Septbr  1434,08.09.1434,08.09.1434
1 Septbr  1435,01.09.1435,01.09.1435
7 Septbr  1435,07.09.1435,07.09.1435
13 Februar 1436,13.02.1436,13.02.1436
9 April 1436,09.04.1436,09.04.1436
21 Mai 1436,21.05.1436,21.05.1436
28 Juni 1436,28.06.1436,28.06.1436
11 Juli 1436,11.07.1436,11.07.1436
22 August 1436,22.08.1436,22.08.1436
25 Januar 1437,25.01.1437,25.01.1437
31 Marts 1437,31.03.1437,31.03.1437
10 Oktbr  1437,10.10.1437,10.10.1437
13 Oktbr  1437,13.10.1437,13.10.1437
3 Marts 1438,03.03.1438,03.03.1438
13 August 1438,13.08.1438,13.08.1438
9 Oktbr 1438,09.10.1438,09.10.1438
14 Oktbr  1438,14.10.1438,14.10.1438
19 Oktbr  1438,19.10.1438,19.10.1438
1 Mai 1439,01.05.1439,01.05.1439
6 Mai 1439,06.05.1439,06.05.1439
23 Juni 1439,23.06.1439,23.06.1439
6 Novbr  1439,06.11.1439,06.11.1439
10 Marts 1440,10.03.1440,10.03.1440
4 April 1440,04.04.1440,04.04.1440
uvis Dag 1440,01.01.1440,31.12.1440
udat  [ved 1440 ],01.01.1440,31.12.1440
25 April 1441,25.04.1441,25.04.1441
10 Juni 1441,10.06.1441,10.06.1441
26 Oktbr  1441,26.10.1441,26.10.1441
25 Marts 1442,25.03.1442,25.03.1442
14 Mai 1442,14.05.1442,14.05.1442
28 Juni 1442,28.06.1442,28.06.1442
10 Juli 1442,10.07.1442,10.07.1442
22 Marts 1443,22.03.1443,22.03.1443
28 Juli 1443,28.07.1443,28.07.1443
4 Novbr  1443,04.11.1443,04.11.1443
uden Dag 1443,01.01.1443,31.12.1443
23? Marts 1444,23.03.1444,23.03.1444
28 Oktbr  1444,28.10.1444,28.10.1444
10 Decbr  1444,10.12.1444,10.12.1444
14 Marts 1445,14.03.1445,14.03.1445
31 Marts 1445,31.03.1445,31.03.1445
16 Juni 1445,16.06.1445,16.06.1445
25 Juli 1445,25.07.1445,25.07.1445
4 Oktbr  1445,04.10.1445,04.10.1445
26 Marts 1446,26.03.1446,26.03.1446
15 Juni 1446,15.06.1446,15.06.1446
3 Oktbr  1446,03.10.1446,03.10.1446
8 Oktbr  1446,08.10.1446,08.10.1446
16 Juni 1447,16.06.1447,16.06.1447
21 August 1447,21.08.1447,21.08.1447
16 Oktbr  1447,16.10.1447,16.10.1447
26 Novbr  1447,26.11.1447,26.11.1447
7 April 1448,07.04.1448,07.04.1448
Juli 1448,01.07.1448,31.07.1448
26 Juni 1448,26.06.1448,26.06.1448
25 Marts 1449,25.03.1449,25.03.1449
24 Juni 1449,24.06.1449,24.06.1449
1 Septbr  1449,01.09.1449,01.09.1449
25 Januar 1450,25.01.1450,25.01.1450
24 Februar 1450,24.02.1450,24.02.1450
9 Septbr  1450,09.09.1450,09.09.1450
27 Februar 1451,27.02.1451,27.02.1451
17 Juni 1451,17.06.1451,17.06.1451
20 Juli 1451,20.07.1451,20.07.1451
26 Marts 1452,26.03.1452,26.03.1452
19 Juni 1452,19.06.1452,19.06.1452
28 Septbr  1452,28.09.1452,28.09.1452
29 Decbr  1452,29.12.1452,29.12.1452
2 Januar 1453,02.01.1453,02.01.1453
8 April 1453,08.04.1453,08.04.1453
20 Juni 1453,20.06.1453,20.06.1453
11 Juli 1453,11.07.1453,11.07.1453
15 Juli 1453,15.07.1453,15.07.1453
7 April 1454,07.04.1454,07.04.1454
16 April 1454,16.04.1454,16.04.1454
18 Juni 1454,18.06.1454,18.06.1454
9 Septbr  1454,09.09.1454,09.09.1454
3 Oktbr  1455,03.10.1455,03.10.1455
6 Novbr  1455,06.11.1455,06.11.1455
2 Februar 1456,02.02.1456,02.02.1456
14 Februar 1456,14.02.1456,14.02.1456
5 April 1456,05.04.1456,05.04.1456
15 August 1456,15.08.1456,15.08.1456
13 Septbr  1456,13.09.1456,13.09.1456
[Oktbr?] 1456,01.10.1456,31.10.1456
12 Novbr  1456,12.11.1456,12.11.1456
1 Februar 1457,01.02.1457,01.02.1457
30 Juli 1457,30.07.1457,30.07.1457
uden Dag 1457,01.01.1457,31.12.1457
udat  [1457 ],01.01.1457,31.12.1457
6 Februar 1458,06.02.1458,06.02.1458
3 Mai 1458,03.05.1458,03.05.1458
16 April 1459,16.04.1459,16.04.1459
8 Juni 1459,08.06.1459,08.06.1459
27 Septbr  1459,27.09.1459,27.09.1459
23 Marts1 1460,23.03.1460,23.03.1460
1 April 1460,01.04.1460,01.04.1460
27 Juni 1460,27.06.1460,27.06.1460
24 Januar 1461,24.01.1461,24.01.1461
11 August 1461,11.08.1461,11.08.1461
uden Dag 1461,01.01.1461,31.12.1461
7 Januar 1462,07.01.1462,07.01.1462
23 Januar 1462,23.01.1462,23.01.1462
27 Mai 1462,27.05.1462,27.05.1462
15 Juni 1462,15.06.1462,15.06.1462
16 Juni 1462,16.06.1462,16.06.1462
22 Septbr  1462,22.09.1462,22.09.1462
18 Marts 1463,18.03.1463,18.03.1463
22 Juli 1463,22.07.1463,22.07.1463
29 Septbr  1463,29.09.1463,29.09.1463
9 Novbr  1463,09.11.1463,09.11.1463
28 Novbr  1463,28.11.1463,28.11.1463
17 Februar 1464,17.02.1464,17.02.1464
15 Mai 1464,15.05.1464,15.05.1464
31 Oktbr  1464,31.10.1464,31.10.1464
22-24 Marts 1465,22.03.1465,24.03.1465
30 Juni 1465,30.06.1465,30.06.1465
11 August 1465,11.08.1465,11.08.1465
4 Oktbr  1465,04.10.1465,04.10.1465
16 Mai [1466 ],16.05.1466,16.05.1466
8 juni 1466,08.06.1466,08.06.1466
3 Oktbr  1466,03.10.1466,03.10.1466
10 April 1467,10.04.1467,10.04.1467
25 April 1467,25.04.1467,25.04.1467
13 Mai 1467,13.05.1467,13.05.1467
8 Juli 1467,08.07.1467,08.07.1467
14 Septbr  1467,14.09.1467,14.09.1467
13 Decbr  1467,13.12.1467,13.12.1467
6 Januar 1468,06.01.1468,06.01.1468
23 Mai 1468,23.05.1468,23.05.1468
26 Septbr  1468,26.09.1468,26.09.1468
25 Marts 1469,25.03.1469,25.03.1469
3 Juni 1469,03.06.1469,03.06.1469
20 Decbr  1469,20.12.1469,20.12.1469
28 Septbr  1470,28.09.1470,28.09.1470
9 Oktbr  1470,09.10.1470,09.10.1470
11 Decbr  1470,11.12.1470,11.12.1470
30 Januar 1471,30.01.1471,30.01.1471
29 Novbr  1471,29.11.1471,29.11.1471
1 Decbr  1471,01.12.1471,01.12.1471
uden Dag 1471,01.01.1471,31.12.1471
21 Mai 1472,21.05.1472,21.05.1472
16 Juni 1472,16.06.1472,16.06.1472
28 Septbr  1472,28.09.1472,28.09.1472
9 Oktbr  1472,09.10.1472,09.10.1472
12 Decbr  1472,12.12.1472,12.12.1472
3 Marts 1473,03.03.1473,03.03.1473
24 Marts 1473,24.03.1473,24.03.1473
12 Decbr  1473,12.12.1473,12.12.1473
1 Februar 1474,01.02.1474,01.02.1474
3 Februar 1474,03.02.1474,03.02.1474
16 April 1474,16.04.1474,16.04.1474
27 April 1474,27.04.1474,27.04.1474
20 Januar 1475,20.01.1475,20.01.1475
Februar 1475,01.02.1475,28.02.1475
31 Mai 1475,31.05.1475,31.05.1475
6 Juni 1475,06.06.1475,06.06.1475
uden Dag 1475,01.01.1475,31.12.1475
25 April 1476,25.04.1476,25.04.1476
13 Juli 1476,13.07.1476,13.07.1476
22 Novbr  1476,22.11.1476,22.11.1476
4 Februar 1477,04.02.1477,04.02.1477
28 April 1477,28.04.1477,28.04.1477
15 Juni 1477,15.06.1477,15.06.1477
1 Januar 1478,01.01.1478,01.01.1478
26 Mai 1478,26.05.1478,26.05.1478
uvis Dag 1478,01.01.1478,31.12.1478
uden Dag 1478,01.01.1478,31.12.1478
26 Januar 1479,26.01.1479,26.01.1479
24 Juni 1479,24.06.1479,24.06.1479
6 Februar 1480,06.02.1480,06.02.1480
17 Oktbr  1480,17.10.1480,17.10.1480
18 Marts 1481,18.03.1481,18.03.1481
3 Mai 1481,03.05.1481,03.05.1481
16 Juni 1481,16.06.1481,16.06.1481
10 Oktbr  1481,10.10.1481,10.10.1481
6 Februar 1482,06.02.1482,06.02.1482
11 Marts 1482,11.03.1482,11.03.1482
27 Juni 1482,27.06.1482,27.06.1482
23 Juli 1483,23.07.1483,23.07.1483
uden Dag 1483,01.01.1483,31.12.1483
27 Marts 1484,27.03.1484,27.03.1484
24 August 1484,24.08.1484,24.08.1484
uden Dag 1484,01.01.1484,31.12.1484
2 Januar 1485,02.01.1485,02.01.1485
31 Januar 1485,31.01.1485,31.01.1485
24 April 1485,24.04.1485,24.04.1485
22 Mai 1485,22.05.1485,22.05.1485
18 Juni 1485,18.06.1485,18.06.1485
12 Septbr  1485,12.09.1485,12.09.1485
ved 17 Juni 1486,17.06.1486,17.06.1486
6 Marts 1486,06.03.1486,06.03.1486
2 April 1486,02.04.1486,02.04.1486
10 Juli 1486,10.07.1486,10.07.1486
18 Juli 1486,18.07.1486,18.07.1486
31 Juli 1486,31.07.1486,31.07.1486
15 Februar 1487,15.02.1487,15.02.1487
eft  6 Januar 1488,06.01.1488,31.01.1488
12 Februar 1488,12.02.1488,12.02.1488
28 Februar 1488,28.02.1488,28.02.1488
24 Septbr  1488,24.09.1488,24.09.1488
4 Oktbr  1488,04.10.1488,04.10.1488
28 Oktbr  1488,28.10.1488,28.10.1488
uden Dag 1488,01.01.1488,31.12.1488
25 Marts 1489,25.03.1489,25.03.1489
6 Mai 1489?,06.05.1489,06.05.1489
25 Septbr  1489,25.09.1489,25.09.1489
3 Oktbr  1489,03.10.1489,03.10.1489
6 Decbr  1489,06.12.1489,06.12.1489
22 Marts 1490,22.03.1490,22.03.1490
24 April 1490,24.04.1490,24.04.1490
25 April 1490,25.04.1490,25.04.1490
17 Juli 1490,17.07.1490,17.07.1490
27 Oktbr  1490,27.10.1490,27.10.1490
ved 14 April? 1491,14.04.1491,14.04.1491
28 Septbr  1491,28.09.1491,28.09.1491
3 Oktbr  1491,03.10.1491,03.10.1491
3 Mai ell  14 Septbr  1492,03.05.1492,14.09.1492
7 Mai ell  17 Septbr  1492,07.05.1492,17.09.1492
20 August 1492,20.08.1492,20.08.1492
8 April 1493,08.04.1493,08.04.1493
23 Oktbr  1493,23.10.1493,23.10.1493
25 Novbr  1493,25.11.1493,25.11.1493
29 Juni 1494,29.06.1494,29.06.1494
22 Septbr  [14]94 1,22.09.1494,22.09.1494
14 Oktbr  1494,14.10.1494,14.10.1494
5 Februar 1495,05.02.1495,05.02.1495
30 Marts 1495,30.03.1495,30.03.1495
28 Oktbr  1495,28.10.1495,28.10.1495
uden Dag 1495,01.01.1495,31.12.1495
25 Februar 1496,25.02.1496,25.02.1496
5 Juni 1496,05.06.1496,05.06.1496
1 Oktbr  1496,01.10.1496,01.10.1496
12 Marts 1497,12.03.1497,12.03.1497
9 April 1497,09.04.1497,09.04.1497
9 Septbr  1497,09.09.1497,09.09.1497
20 Decbr  1497,20.12.1497,20.12.1497
6 Februar 1498,06.02.1498,06.02.1498
5 Marts 1498?,05.03.1498,05.03.1498
28 Decbr  1498,28.12.1498,28.12.1498
17 Februar 1499,17.02.1499,17.02.1499
9 Marts 1499,09.03.1499,09.03.1499
27 Januar 1500,27.01.1500,27.01.1500
14 Juni 1500,14.06.1500,14.06.1500
16 Juni 1500,16.06.1500,16.06.1500
17 Juni 1500,17.06.1500,17.06.1500
15 Februar 1501,15.02.1501,15.02.1501
20 Marts 1501,20.03.1501,20.03.1501
24 Novbr  1501,24.11.1501,24.11.1501
uden Dag 1501,01.01.1501,31.12.1501
31 Marts 1502,31.03.1502,31.03.1502
14 April 1503?,14.04.1503,14.04.1503
10 Oktbr  1503,10.10.1503,10.10.1503
9 Novbr  1503,09.11.1503,09.11.1503
24 Marts 1504,24.03.1504,24.03.1504
uden Dag 1504,01.01.1504,31.12.1504
26 Marts 1505,26.03.1505,26.03.1505
14 Juni 1505,14.06.1505,14.06.1505
1 Juli 1505,01.07.1505,01.07.1505
18 Oktbr  1505,18.10.1505,18.10.1505
19 Decbr  1505,19.12.1505,19.12.1505
17 Juni 1506,17.06.1506,17.06.1506
24 August 1506,24.08.1506,24.08.1506
14 Oktbr  1506,14.10.1506,14.10.1506
13 Juni 1507,13.06.1507,13.06.1507
15 August 1507,15.08.1507,15.08.1507
4 Decbr  1507,04.12.1507,04.12.1507
23 Marts 1508,23.03.1508,23.03.1508
18 Februar 1509,18.02.1509,18.02.1509
5 Septbr  1509,05.09.1509,05.09.1509
uden Dag 1509,01.01.1509,31.12.1509
5 Februar 1510,05.02.1510,05.02.1510
9 Mai 1510,09.05.1510,09.05.1510
1 Juli 1511,01.07.1511,01.07.1511
6 Oktbr  1511,06.10.1511,06.10.1511
29 Februar 1512,29.02.1512,29.02.1512
19 Marts 1512,19.03.1512,19.03.1512
18 April 1512,18.04.1512,18.04.1512
15 Juli 1512,15.07.1512,15.07.1512
31 Januar 1513,31.01.1513,31.01.1513
5 Marts 1513,05.03.1513,05.03.1513
17 Februar 1514,17.02.1514,17.02.1514
1 Mai 1514,01.05.1514,01.05.1514
12 Juli 1514,12.07.1514,12.07.1514
23 Juli 1514,23.07.1514,23.07.1514
31 Juli 1514,31.07.1514,31.07.1514
1 August 1514,01.08.1514,01.08.1514
6 August 1514,06.08.1514,06.08.1514
[17 Septbr ] 1514,17.09.1514,17.09.1514
24 Marts 1515,24.03.1515,24.03.1515
24 August 1515,24.08.1515,24.08.1515
14 Marts 1516,14.03.1516,14.03.1516
29 Juni 1516,29.06.1516,29.06.1516
27 Septbr  1516,27.09.1516,27.09.1516
7 Februar 1517,07.02.1517,07.02.1517
8 Juni 1517,08.06.1517,08.06.1517
9 Mai ell  19 Septbr  1518,09.05.1518,19.09.1518
26 Marts 1519,26.03.1519,26.03.1519
2 Juli 1519,02.07.1519,02.07.1519
31 Oktbr  1520,31.10.1520,31.10.1520
7 Marts? 1521,07.03.1521,07.03.1521
16 Mai 1521,16.05.1521,16.05.1521
13 Februar 1522,13.02.1522,13.02.1522
29 Septbr  [152]2,29.09.1522,29.09.1522
4 Juni 1523,04.06.1523,04.06.1523
15 Juli 1523,15.07.1523,15.07.1523
1 Septbr  1523,01.09.1523,01.09.1523
2 Novbr  1523,02.11.1523,02.11.1523
15 Juni 1524,15.06.1524,15.06.1524
28 Juni 1524,28.06.1524,28.06.1524
23 August 1524,23.08.1524,23.08.1524
2 Septbr  1524,02.09.1524,02.09.1524
24 Februar 1525,24.02.1525,24.02.1525
9 Marts 1525,09.03.1525,09.03.1525
uden Dag 1526,01.01.1526,31.12.1526
14 April 1527,14.04.1527,14.04.1527
8 Septbr  1527,08.09.1527,08.09.1527
15 Januar 1528,15.01.1528,15.01.1528
1 Marts 1528,01.03.1528,01.03.1528
2 Mai ell  13 Septbr  1528,02.05.1528,13.09.1528
24 Marts 1530,24.03.1530,24.03.1530
11 Decbr  1530,11.12.1530,11.12.1530
16 Marts 1531,16.03.1531,16.03.1531
1 Januar 1532,01.01.1532,01.01.1532
26 Novbr? 1532,26.11.1532,26.11.1532
5 August 1533,05.08.1533,05.08.1533
7 Juli 1534,07.07.1534,07.07.1534
22 Januar 1535,22.01.1535,22.01.1535
4 Oktbr  1535,04.10.1535,04.10.1535
28 Decbr  1536,28.12.1536,28.12.1536
27 April 1537,27.04.1537,27.04.1537
18 Juni 1537,18.06.1537,18.06.1537
12 Juni 1538,12.06.1538,12.06.1538
10 Novbr  1538,10.11.1538,10.11.1538
28 Juni 1539,28.06.1539,28.06.1539
31 Juli 1539,31.07.1539,31.07.1539
7 August 1539,07.08.1539,07.08.1539
8 August 1539,08.08.1539,08.08.1539
12 August 1540,12.08.1540,12.08.1540
uvis Dag 1540,01.01.1540,31.12.1540
9 April 1541,09.04.1541,09.04.1541
10 Mai [21 Septbr?] 1541,10.05.1541,21.09.1541
28 Septbr  1541,28.09.1541,28.09.1541
18 Marts 1542,18.03.1542,18.03.1542
5 Juni 1543,05.06.1543,05.06.1543
11 Mai 1544,11.05.1544,11.05.1544
22 Januar 1545,22.01.1545,22.01.1545
19 Mai 1545,19.05.1545,19.05.1545
31 Oktbr  1546,31.10.1546,31.10.1546
1 Decbr  1546,01.12.1546,01.12.1546
25 Januar 1547,25.01.1547,25.01.1547
5 Juli 1547,05.07.1547,05.07.1547
21 Juni 1548,21.06.1548,21.06.1548
17 Juli 1548,17.07.1548,17.07.1548
27 Novbr  1548,27.11.1548,27.11.1548
10 Marts 1549,10.03.1549,10.03.1549
29 Juli 1550,29.07.1550,29.07.1550
25 Juni 1551,25.06.1551,25.06.1551
24 Juli 1552,24.07.1552,24.07.1552
8 Marts 1555,08.03.1555,08.03.1555
27 Juli 1556,27.07.1556,27.07.1556
6 Marts 1557,06.03.1557,06.03.1557
2 Juni 1557,02.06.1557,02.06.1557
17 August 1557,17.08.1557,17.08.1557
27 Januar 1559,27.01.1559,27.01.1559
ved 17 Juni 1560,17.06.1560,17.06.1560
28 Januar 1189,28.01.1189,28.01.1189
udat  [ved 1190 ],01.01.1190,31.12.1190
15 Juni 1194,15.06.1194,15.06.1194
udat  [1202-1220 ],01.01.1202,31.12.1220
udat  [1224?]1,01.01.1224,31.12.1224
27 Juli 1228,27.07.1228,27.07.1228
13 August 1247,13.08.1247,13.08.1247
15 August 1247,15.08.1247,15.08.1247
uden Dag 1252,01.01.1252,31.12.1252
uden Dag 1255,01.01.1255,31.12.1255
30 Marts 1265,30.03.1265,30.03.1265
[för 16 Decbr ] 1265,01.01.1265,16.12.1265
uden Dag 1266,01.01.1266,31.12.1266
9 August 1268,09.08.1268,09.08.1268
uden Dag 1273,01.01.1273,31.12.1273
19 April 1276,19.04.1276,19.04.1276
30 April 1277,30.04.1277,30.04.1277
Januar 1278,01.01.1278,31.01.1278
24 Marts 1279,24.03.1279,24.03.1279
u  D  [eft  10 Mai] 1283,10.05.1283,31.05.1283
14 Septbr  1283,14.09.1283,14.09.1283
udat  [ved August 1286 ],01.08.1286,31.08.1286
udat  [Hösten 1286 ],01.09.1286,30.11.1286
udat  [1288 eller för ]1,01.01.1280,31.12.1288
22 Mai 1289,22.05.1289,22.05.1289
3 Oktbr  1289,03.10.1289,03.10.1289
27 Mai 1290,27.05.1290,27.05.1290
ved 28 Juli [omtr  1290],28.07.1290,28.07.1290
16 Marts 1291,16.03.1291,16.03.1291
17 Septbr  1291,17.09.1291,17.09.1291
30 Mai 1292,30.05.1292,30.05.1292
sidst i Febr  1293,01.01.1293,31.12.1293
3 Marts 1293,03.03.1293,03.03.1293
29 Juni 1294,29.06.1294,29.06.1294
24 Mai 1295,24.05.1295,24.05.1295
10 August 1295,10.08.1295,10.08.1295
16 Decbr  1296,16.12.1296,16.12.1296
uden Dag 1296,01.01.1296,31.12.1296
11 Februar 1297,11.02.1297,11.02.1297
15 Marts 1297,15.03.1297,15.03.1297
29 August 1297,29.08.1297,29.08.1297
25 Oktbr  1297,25.10.1297,25.10.1297
10 Marts 1298,10.03.1298,10.03.1298
9 Juli 1298,09.07.1298,09.07.1298
udat  [för 1299 ],01.01.1290,31.12.1299
8 Februar 1299,08.02.1299,08.02.1299
25 Februar 1299,25.02.1299,25.02.1299
7 April 1299,07.04.1299,07.04.1299
22 April 1299,22.04.1299,22.04.1299
10 Juni 1299,10.06.1299,10.06.1299
26 Juni 1299,26.06.1299,26.06.1299
28 August 1299,28.08.1299,28.08.1299
3 Septbr  1299,03.09.1299,03.09.1299
24 Novbr  1299,24.11.1299,24.11.1299
10 Februar 1300,10.02.1300,10.02.1300
18 Oktbr  1300,18.10.1300,18.10.1300
uden Dag 1300,01.01.1300,31.12.1300
udat  [ved 1300 ],01.01.1300,31.12.1300
26 Marts 1301,26.03.1301,26.03.1301
1 Juli 1301,01.07.1301,01.07.1301
5 Oktbr  1301,05.10.1301,05.10.1301
4 Juni 1302,04.06.1302,04.06.1302
23 Novbr  1302,23.11.1302,23.11.1302
18 Juli 1303,18.07.1303,18.07.1303
18 August 1303,18.08.1303,18.08.1303
23 August 1303,23.08.1303,23.08.1303
udat  [ved 1303 ],01.01.1303,31.12.1303
2 Februar 1304,02.02.1304,02.02.1304
1 Mai 1304,01.05.1304,01.05.1304
31 Mai 1304,31.05.1304,31.05.1304
24 Juli 1304,24.07.1304,24.07.1304
13 Novbr  1304,13.11.1304,13.11.1304
26 Januar 1305,26.01.1305,26.01.1305
27 Januar 1305,27.01.1305,27.01.1305
3 Februar 1306,03.02.1306,03.02.1306
20 Februar 1306,20.02.1306,20.02.1306
10 April 1306,10.04.1306,10.04.1306
31 August 1306,31.08.1306,31.08.1306
14 Februar 1307,14.02.1307,14.02.1307
8 Mai 1307,08.05.1307,08.05.1307
11 Septbr? 1307,11.09.1307,11.09.1307
21 Septbr  1307,21.09.1307,21.09.1307
5 Novbr  1307,05.11.1307,05.11.1307
27 Novbr  1307,27.11.1307,27.11.1307
12 April 1308,12.04.1308,12.04.1308
22 Juni 1308,22.06.1308,22.06.1308
Aug  1307 - Aug  1308,01.08.1307,31.08.1307
6 Februar 1309,06.02.1309,06.02.1309
24 Februar 1309,24.02.1309,24.02.1309
4 Mai 1309,04.05.1309,04.05.1309
8 Mai 1309,08.05.1309,08.05.1309
31 Mai 1309,31.05.1309,31.05.1309
10 Juni 1309,10.06.1309,10.06.1309
16 August 1309,16.08.1309,16.08.1309
11 Septbr  1309,11.09.1309,11.09.1309
26 Mai 1310,26.05.1310,26.05.1310
31 Mai 1310,31.05.1310,31.05.1310
14 Oktbr  1310,14.10.1310,14.10.1310
10 Novbr  1310,10.11.1310,10.11.1310
30 Novbr  1310,30.11.1310,30.11.1310
31 Januar 1311,31.01.1311,31.01.1311
24 Februar 1311,24.02.1311,24.02.1311
8 Marts 1311,08.03.1311,08.03.1311
21 April 1311,21.04.1311,21.04.1311
22 Mai 1311,22.05.1311,22.05.1311
23 Marts 1312,23.03.1312,23.03.1312
9 Mai 1312,09.05.1312,09.05.1312
8 Oktbr  1312,08.10.1312,08.10.1312
29 Oktbr  1312,29.10.1312,29.10.1312
8 Januar 1313,08.01.1313,08.01.1313
5 April 1313,05.04.1313,05.04.1313
9 April 1313,09.04.1313,09.04.1313
21 April 1313,21.04.1313,21.04.1313
5 Juni 1314,05.06.1314,05.06.1314
29 Septbr  1314,29.09.1314,29.09.1314
9 Februar 1315,09.02.1315,09.02.1315
15 Marts 1315,15.03.1315,15.03.1315
17 Decbr  1315,17.12.1315,17.12.1315
19 Januar 1316,19.01.1316,19.01.1316
12 Marts 1316,12.03.1316,12.03.1316
18 Marts 1316,18.03.1316,18.03.1316
uden Dag 1316,01.01.1316,31.12.1316
13 August 1317,13.08.1317,13.08.1317
27 August 1317,27.08.1317,27.08.1317
7 Decbr  1317,07.12.1317,07.12.1317
7 Juli 1318,07.07.1318,07.07.1318
26 Juli 1318,26.07.1318,26.07.1318
28 Juli 1318,28.07.1318,28.07.1318
11 Decbr  1318,11.12.1318,11.12.1318
